,RES,Load,Mandatory Hydro,Total FRR,Diff_direction
1544,1670.0,6100.0,48.5,1709.0,0
1545,1995.0,6147.5,32.0,1704.0,1
1546,2200.0,6189.5,31.0,1684.0,1
1547,2290.0,6230.0,28.0,1624.0,1
1548,2280.0,6154.5,26.0,1519.0,1
1549,2130.0,5983.0,45.0,1514.0,1
1550,1855.0,5806.0,81.5,1549.0,1
1551,1410.0,5699.5,106.0,1559.0,1
1552,940.0,5789.5,138.5,1639.0,1
1553,710.0,6186.0,366.5,1854.0,0
1554,695.0,6521.5,528.5,1894.0,0
1555,715.0,6386.0,412.0,1814.0,0
1556,745.0,5798.0,223.5,1729.0,0
1557,785.0,5368.5,68.5,1624.0,1
1558,835.0,5000.0,13.0,1559.0,1
1559,965.0,4622.0,0.0,1199.0,1
1560,1125.0,4463.0,0.0,874.0,1
1561,1215.0,4368.0,0.0,889.0,1
1562,1305.0,4296.0,0.0,899.0,1
1563,1400.0,4320.5,0.0,929.0,1
1564,1480.0,4579.0,13.0,1119.0,1
1565,1510.0,5103.0,26.0,1504.0,1
1566,1565.0,5597.5,58.5,1774.0,1
1567,1960.0,6079.5,78.0,1769.0,0
1568,2500.0,6439.0,48.5,1789.0,1
1569,2910.0,6518.5,32.0,1784.0,1
1570,3140.0,6503.5,31.0,1724.0,1
1571,3205.0,6448.5,15.0,1649.0,1
1572,3170.0,6286.0,13.0,1574.0,1
1573,2985.0,6093.0,26.0,1614.0,1
1574,2650.0,5881.5,43.5,1664.0,1
1575,2090.0,5757.5,55.0,1734.0,1
1576,1510.0,5830.5,74.5,1779.0,1
1577,1250.0,6315.0,302.5,1949.0,1
1578,1235.0,6623.0,464.5,1969.0,0
1579,1250.0,6483.5,367.0,1914.0,0
1580,1260.0,5898.5,210.5,1819.0,0
1581,1270.0,5476.5,68.5,1724.0,0
1582,1255.0,5120.0,26.0,1679.0,0
1583,1250.0,4576.0,13.0,1249.0,0
1584,1270.0,4259.0,0.0,894.0,1
1585,1280.0,4185.5,0.0,899.0,1
1586,1275.0,4141.5,0.0,899.0,1
1587,1270.0,4171.0,13.0,924.0,1
1588,1270.0,4435.0,26.0,1099.0,1
1589,1280.0,4944.5,26.0,1514.0,1
1590,1350.0,5406.5,45.5,1839.0,1
1591,1770.0,5842.0,65.0,1819.0,0
1592,2305.0,6094.5,48.5,1799.0,0
1593,2700.0,6177.0,32.0,1744.0,1
1594,2900.0,6197.5,31.0,1644.0,1
1595,2910.0,6176.5,28.0,1594.0,1
1596,2810.0,6038.0,26.0,1579.0,1
1597,2565.0,5811.0,45.0,1609.0,1
1598,2210.0,5635.0,68.5,1659.0,1
1599,1635.0,5579.0,80.0,1744.0,1
1600,1035.0,5675.0,62.5,1854.0,1
1601,745.0,6061.0,285.0,1954.0,1
1602,705.0,6405.5,502.0,1979.0,1
1603,685.0,6303.0,384.0,1964.0,1
1604,650.0,5736.0,236.0,1819.0,1
1605,600.0,5302.5,101.0,1724.0,1
1606,560.0,4942.5,13.0,1669.0,0
1607,535.0,4465.0,0.0,1214.0,1
1608,510.0,4170.5,0.0,874.0,0
1609,485.0,4108.5,0.0,874.0,1
1610,465.0,4062.0,0.0,879.0,1
1611,445.0,4093.0,13.0,904.0,1
1612,425.0,4390.0,26.0,1084.0,1
1613,405.0,4912.5,26.0,1504.0,1
1614,465.0,5401.5,45.5,1829.0,0
1615,935.0,5790.0,65.0,1809.0,0
1616,1565.0,5991.5,41.5,1789.0,1
1617,2105.0,6088.5,18.0,1739.0,1
1618,2480.0,6158.0,17.0,1634.0,1
1619,2700.0,6155.5,21.0,1589.0,1
1620,2795.0,5986.5,26.0,1574.0,1
1621,2720.0,5755.0,26.0,1604.0,1
1622,2465.0,5532.0,30.5,1659.0,1
1623,1940.0,5536.0,35.0,1749.0,1
1624,1390.0,5704.0,17.5,1859.0,1
1625,1195.0,6054.5,272.5,1964.0,1
1626,1235.0,6332.0,539.5,1984.0,1
1627,1245.0,6198.5,445.0,1969.0,1
1628,1225.0,5603.5,248.5,1829.0,1
1629,1205.0,5178.5,83.5,1734.0,1
1630,1170.0,4804.0,13.0,1669.0,1
1631,1130.0,4433.0,0.0,1229.0,1
1632,1090.0,4275.0,0.0,889.0,1
1633,1035.0,4206.0,0.0,899.0,1
1634,960.0,4146.5,0.0,894.0,1
1635,880.0,4149.0,13.0,909.0,1
1636,800.0,4423.5,26.0,1074.0,1
1637,725.0,4959.5,26.0,1514.0,1
1638,765.0,5428.5,45.5,1934.0,1
1639,1150.0,5851.5,65.0,1924.0,1
1640,1740.0,6110.5,41.5,1869.0,1
1641,2220.0,6132.5,31.0,1754.0,1
1642,2535.0,6148.5,43.0,1654.0,1
1643,2690.0,6149.0,34.0,1634.0,1
1644,2710.0,5983.5,26.0,1629.0,1
1645,2540.0,5755.0,45.0,1669.0,1
1646,2195.0,5587.5,81.5,1684.0,1
1647,1600.0,5528.5,99.0,1749.0,1
1648,1015.0,5612.5,206.5,1874.0,1
1649,785.0,6041.0,456.5,1939.0,1
1650,805.0,6353.5,604.5,1984.0,0
1651,825.0,6216.0,475.5,1994.0,1
1652,820.0,5635.5,228.5,1799.0,1
1653,800.0,5234.5,71.0,1694.0,0
1654,780.0,4896.5,13.0,1674.0,0
1655,770.0,4512.5,0.0,1229.0,0
1656,755.0,4335.0,0.0,874.0,0
1657,715.0,4231.0,0.0,889.0,0
1658,665.0,4162.5,0.0,884.0,0
1659,605.0,4169.0,0.0,889.0,0
1660,550.0,4300.0,0.0,1054.0,0
1661,500.0,4535.5,0.0,1489.0,0
1662,535.0,4825.0,32.5,1849.0,0
1663,920.0,5276.0,91.0,1864.0,0
1664,1430.0,5641.0,99.5,1799.0,0
1665,1835.0,5843.5,82.0,1624.0,0
1666,2100.0,6000.5,82.0,1564.0,1
1667,2240.0,6094.5,67.0,1584.0,1
1668,2250.0,5956.0,52.0,1579.0,1
1669,2085.0,5660.0,52.0,1564.0,1
1670,1760.0,5409.5,69.5,1564.0,1
1671,1220.0,5351.5,94.0,1634.0,0
1672,680.0,5447.0,270.0,1784.0,0
1673,455.0,5883.0,488.0,1904.0,0
1674,450.0,6116.5,564.5,1959.0,0
1675,445.0,5977.5,486.0,1979.0,1
1676,440.0,5455.0,235.0,1714.0,1
1677,440.0,5065.5,45.0,1654.0,1
1678,425.0,4668.5,0.0,1659.0,0
1679,425.0,4352.5,0.0,1254.0,0
1680,465.0,4217.5,0.0,879.0,1
1681,510.0,4108.0,0.0,884.0,1
1682,555.0,4023.5,0.0,884.0,0
1683,635.0,4013.5,0.0,889.0,0
1684,735.0,4102.5,0.0,1064.0,0
1685,845.0,4234.0,0.0,1479.0,0
1686,1015.0,4431.5,67.5,1824.0,0
1687,1395.0,4744.5,171.0,1844.0,0
1688,1825.0,5027.0,191.5,1764.0,1
1689,2125.0,5244.0,130.0,1614.0,0
1690,2285.0,5353.5,84.0,1584.0,0
1691,2375.0,5343.0,76.0,1584.0,0
1692,2425.0,5087.5,60.0,1574.0,0
1693,2420.0,4867.5,52.0,1574.0,0
1694,2320.0,4784.5,69.5,1594.0,0
1695,2135.0,4859.0,94.0,1659.0,0
1696,2025.0,5135.0,192.5,1719.0,0
1697,2085.0,5615.0,399.5,1909.0,0
1698,2240.0,5872.0,539.5,2029.0,0
1699,2380.0,5788.0,439.5,1994.0,0
1700,2465.0,5394.0,202.5,1754.0,1
1701,2530.0,5015.5,45.0,1724.0,1
1702,2600.0,4646.0,0.0,1719.0,1
1703,2715.0,4204.5,0.0,1384.0,1
1704,2815.0,3988.0,0.0,1064.0,1
1705,2850.0,3901.0,0.0,1079.0,0
1706,2875.0,3846.0,0.0,1089.0,0
1707,2910.0,3874.5,0.0,1094.0,0
1708,2935.0,4164.5,13.0,1254.0,1
1709,2960.0,4702.0,26.0,1659.0,1
1710,3015.0,5224.0,35.5,1939.0,0
1711,3220.0,5684.0,45.0,1949.0,0
1712,3515.0,5966.5,32.5,1864.0,1
1713,3785.0,6037.0,20.0,1774.0,1
1714,3995.0,6078.0,19.0,1764.0,0
1715,4120.0,6074.5,50.0,1764.0,1
1716,4130.0,5875.5,81.0,1749.0,1
1717,4035.0,5712.5,72.0,1729.0,1
1718,3795.0,5587.5,68.5,1754.0,1
1719,3400.0,5570.0,73.0,1764.0,1
1720,3030.0,5799.5,143.0,1769.0,1
1721,2885.0,6302.0,319.0,1939.0,1
1722,2880.0,6579.5,494.5,2024.0,1
1723,2890.0,6421.0,475.0,1969.0,1
1724,2875.0,5804.5,251.0,1744.0,1
1725,2850.0,5340.5,71.0,1684.0,1
1726,2835.0,4917.5,13.0,1649.0,1
1727,2870.0,4465.0,0.0,1334.0,1
1728,2895.0,4161.5,0.0,1064.0,1
1729,2870.0,4016.0,0.0,1059.0,0
1730,2835.0,3933.0,0.0,1049.0,1
1731,2820.0,3952.5,0.0,1059.0,1
1732,2820.0,4236.5,13.0,1204.0,0
1733,2805.0,4864.0,26.0,1549.0,0
1734,2820.0,5539.5,35.5,1774.0,0
1735,3155.0,6139.5,45.0,1739.0,0
1736,3630.0,6555.0,32.5,1684.0,1
1737,3975.0,6585.0,20.0,1644.0,1
1738,4155.0,6568.0,19.0,1634.0,1
1739,4190.0,6515.5,31.0,1629.0,1
1740,4095.0,6335.5,43.0,1614.0,0
1741,3870.0,6119.5,34.0,1574.0,0
1742,3505.0,5933.0,30.5,1599.0,1
1743,2955.0,5960.5,35.0,1589.0,1
1744,2430.0,6094.5,105.0,1599.0,1
1745,2230.0,6495.5,300.0,1744.0,1
1746,2245.0,6752.5,494.5,1794.0,0
1747,2250.0,6605.0,475.0,1744.0,1
1748,2225.0,5964.0,251.0,1589.0,1
1749,2185.0,5485.0,71.0,1544.0,1
1750,2155.0,5124.5,13.0,1469.0,0
1751,2180.0,4605.0,0.0,1189.0,1
1752,2220.0,4262.0,0.0,914.0,0
1753,2235.0,4125.5,0.0,934.0,0
1754,2240.0,4096.0,0.0,934.0,0
1755,2255.0,4150.5,0.0,964.0,0
1756,2260.0,4478.5,13.0,1104.0,0
1757,2275.0,5051.0,33.5,1414.0,0
1758,2340.0,5588.0,68.0,1579.0,0
1759,2745.0,6021.0,95.0,1529.0,1
1760,3320.0,6300.0,55.5,1524.0,1
1761,3750.0,6346.0,16.0,1524.0,1
1762,3995.0,6351.0,16.0,1529.0,1
1763,4080.0,6318.5,40.0,1534.0,1
1764,4030.0,6181.5,64.0,1514.0,1
1765,3840.0,6008.0,64.0,1514.0,1
1766,3515.0,5866.0,68.5,1534.0,1
1767,2990.0,5794.5,54.0,1529.0,1
1768,2490.0,5901.0,105.0,1579.0,1
1769,2360.0,6366.5,285.0,1674.0,1
1770,2430.0,6615.5,464.5,1724.0,1
1771,2495.0,6512.0,452.5,1684.0,1
1772,2540.0,5952.0,243.5,1579.0,1
1773,2575.0,5495.0,71.0,1529.0,1
1774,2605.0,5155.0,13.0,1474.0,1
1775,2675.0,4667.5,0.0,1229.0,1
1776,2745.0,4374.5,0.0,999.0,1
1777,2770.0,4231.5,0.0,1009.0,1
1778,2800.0,4124.5,0.0,1014.0,1
1779,2825.0,4125.0,0.0,1029.0,1
1780,2860.0,4307.5,13.0,1179.0,1
1781,2880.0,4617.5,26.0,1479.0,1
1782,2920.0,5014.5,45.5,1639.0,1
1783,3295.0,5421.0,65.0,1594.0,1
1784,3860.0,5678.5,40.5,1589.0,1
1785,4275.0,5725.5,16.0,1584.0,1
1786,4495.0,5749.0,16.0,1579.0,1
1787,4565.0,5755.5,21.0,1584.0,1
1788,4515.0,5541.0,26.0,1564.0,1
1789,4345.0,5318.5,26.0,1549.0,1
1790,4010.0,5218.5,13.0,1574.0,1
1791,3445.0,5343.0,17.5,1569.0,1
1792,2900.0,5720.0,70.0,1619.0,1
1793,2725.0,6120.5,302.5,1699.0,1
1794,2745.0,6224.5,517.0,1744.0,1
1795,2755.0,6134.0,452.5,1714.0,1
1796,2765.0,5646.0,243.5,1584.0,1
1797,2770.0,5315.0,71.0,1529.0,1
1798,2770.0,4955.5,13.0,1474.0,1
1799,2800.0,4426.0,0.0,1224.0,1
1800,2835.0,4120.0,0.0,1004.0,1
1801,2850.0,3990.0,0.0,1014.0,1
1802,2850.0,3950.0,0.0,1024.0,1
1803,2845.0,3980.0,0.0,1014.0,1
1804,2840.0,4295.0,13.0,1139.0,1
1805,2840.0,4850.0,26.0,1369.0,0
1806,2880.0,5320.0,45.5,1479.0,1
1807,3255.0,5720.0,65.0,1459.0,0
1808,3795.0,6025.0,40.5,1464.0,1
1809,4195.0,6085.0,16.0,1449.0,1
1810,4420.0,6115.0,16.0,1439.0,1
1811,4485.0,6090.0,40.0,1429.0,1
1812,4445.0,5890.0,64.0,1429.0,1
1813,4265.0,5555.0,64.0,1449.0,0
1814,3930.0,5320.0,51.0,1459.0,0
1815,3400.0,5340.0,55.5,1504.0,0
1816,2900.0,5560.0,89.0,1584.0,0
1817,2755.0,6115.0,317.5,1624.0,0
1818,2770.0,6435.0,547.0,1619.0,0
1819,2780.0,6240.0,475.0,1599.0,0
1820,2780.0,5790.0,251.0,1514.0,0
1821,2765.0,5415.0,71.0,1479.0,0
1822,2745.0,5075.0,13.0,1474.0,0
1823,2750.0,4657.5,0.0,1219.0,1
1824,2775.0,4391.0,0.0,989.0,1
1825,2790.0,4247.5,0.0,994.0,0
1826,2790.0,4209.0,0.0,1004.0,0
1827,2800.0,4228.5,0.0,1009.0,0
1828,2815.0,4359.0,13.0,1144.0,0
1829,2810.0,4610.0,26.0,1354.0,0
1830,2830.0,5019.5,56.5,1454.0,0
1831,3140.0,5424.5,74.0,1439.0,0
1832,3630.0,5775.0,45.5,1439.0,0
1833,3995.0,5953.5,30.0,1434.0,0
1834,4195.0,6088.0,21.0,1409.0,0
1835,4250.0,6100.0,19.0,1394.0,0
1836,4175.0,5909.5,26.0,1379.0,0
1837,3980.0,5706.5,26.0,1384.0,0
1838,3640.0,5608.0,13.0,1404.0,0
1839,3080.0,5575.5,24.5,1434.0,0
1840,2520.0,5718.5,62.0,1479.0,0
1841,2340.0,6202.0,338.5,1504.0,0
1842,2345.0,6339.5,635.0,1474.0,0
1843,2345.0,6134.5,517.0,1484.0,0
1844,2310.0,5740.5,218.5,1424.0,1
1845,2265.0,5386.5,48.5,1379.0,0
1846,2210.0,5033.5,13.0,1419.0,0
1847,2180.0,4523.5,0.0,1159.0,1
1848,2165.0,4211.0,0.0,894.0,0
1849,2140.0,4026.3333333333335,0.0,910.6666666666666,0
1850,2113.333333333333,3896.6666666666665,0.0,917.3333333333334,0
1851,2100.0,3903.0,0.0,924.0,0
1852,2085.0,3986.0,13.0,1074.0,0
1853,2070.0,4123.0,26.0,1294.0,0
1854,2345.0,4478.5,56.5,1344.0,0
1855,2845.0,4885.0,74.0,1324.0,0
1856,3205.0,5289.5,45.5,1324.0,0
1857,3360.0,5627.5,30.0,1329.0,0
1858,3340.0,5814.5,21.0,1299.0,0
1859,3195.0,5851.5,19.0,1264.0,0
1860,2920.0,5580.0,26.0,1224.0,0
1861,2540.0,5148.0,26.0,1204.0,0
1862,2000.0,5042.5,13.0,1269.0,0
1863,1490.0,5219.0,24.5,1324.0,0
1864,1325.0,5694.0,62.0,1379.0,0
1865,1300.0,5884.0,338.5,1329.0,0
1866,1250.0,5807.0,635.0,1339.0,0
1867,1170.0,5648.0,517.0,1339.0,0
1868,1080.0,5340.5,218.5,1319.0,1
1869,980.0,4925.0,48.5,1304.0,1
1870,885.0,4494.0,13.0,1404.0,1
1871,800.0,4213.0,0.0,1149.0,1
1872,755.0,4117.5,0.0,804.0,1
1873,725.0,4027.5,0.0,824.0,1
1874,690.0,3954.0,0.0,834.0,1
1875,660.0,3982.5,0.0,854.0,1
1876,630.0,4267.0,13.0,1019.0,1
1877,625.0,4971.0,26.0,1264.0,0
1878,955.0,5580.0,43.5,1309.0,0
1879,1480.0,6060.0,61.0,1289.0,0
1880,1880.0,6217.0,45.5,1284.0,1
1881,2105.0,6200.0,30.0,1284.0,1
1882,2135.0,6197.0,29.0,1269.0,1
1883,2070.0,6270.0,46.0,1244.0,1
1884,1840.0,6143.0,64.0,1234.0,1
1885,1495.0,6028.5,51.0,1219.0,1
1886,1000.0,5978.0,38.0,1264.0,1
1887,560.0,5992.5,62.5,1319.0,0
1888,480.0,6469.5,100.0,1379.0,0
1889,530.0,6744.5,357.5,1349.0,0
1890,590.0,6725.0,622.0,1329.0,0
1891,655.0,6538.5,476.5,1329.0,1
1892,720.0,6057.5,168.5,1314.0,1
1893,810.0,5549.5,26.0,1299.0,1
1894,880.0,5153.5,13.0,1404.0,1
1895,985.0,4636.5,0.0,1164.0,1
1896,1115.0,4318.5,0.0,824.0,1
1897,1235.0,4222.5,0.0,844.0,1
1898,1380.0,4199.5,0.0,859.0,1
1899,1540.0,4226.0,0.0,884.0,1
1900,1690.0,4528.5,13.0,1044.0,1
1901,1865.0,5083.5,26.0,1299.0,1
1902,2140.0,5652.0,43.5,1409.0,1
1903,2465.0,6136.0,61.0,1409.0,0
1904,2725.0,6426.5,45.5,1414.0,1
1905,2930.0,6558.0,30.0,1384.0,1
1906,3070.0,6594.0,29.0,1369.0,1
1907,3120.0,6558.5,27.0,1349.0,1
1908,3105.0,6310.0,26.0,1329.0,1
1909,2955.0,6145.0,13.0,1319.0,1
1910,2485.0,5975.5,0.0,1384.0,1
1911,2005.0,6028.0,44.5,1464.0,1
1912,1790.0,6440.5,295.5,1494.0,1
1913,1675.0,6666.5,507.0,1464.0,1
1914,1560.0,6651.5,433.5,1449.0,1
1915,1455.0,6465.5,288.0,1429.0,1
1916,1345.0,5902.5,123.5,1389.0,1
1917,1230.0,5427.0,26.0,1354.0,1
1918,1115.0,5057.5,13.0,1454.0,1
1919,975.0,4543.0,0.0,1189.0,1
1920,845.0,4240.0,0.0,824.0,1
1921,745.0,4178.0,0.0,834.0,0
1922,650.0,4121.5,0.0,844.0,0
1923,575.0,4139.0,0.0,864.0,0
1924,505.0,4417.0,13.0,1024.0,0
1925,490.0,4996.0,26.0,1304.0,0
1926,825.0,5614.0,43.5,1404.0,0
1927,1375.0,6114.5,61.0,1329.0,1
1928,1835.0,6281.0,38.5,1309.0,1
1929,2160.0,6308.5,16.0,1314.0,1
1930,2370.0,6284.5,16.0,1324.0,1
1931,2430.0,6236.5,40.0,1304.0,1
1932,2325.0,6044.0,64.0,1274.0,1
1933,1990.0,5872.0,51.0,1274.0,1
1934,1395.0,5839.0,55.5,1359.0,1
1935,855.0,5976.5,69.0,1434.0,1
1936,790.0,6418.5,357.5,1454.0,1
1937,850.0,6618.0,604.5,1449.0,1
1938,900.0,6620.0,399.5,1479.0,1
1939,935.0,6448.0,178.0,1474.0,1
1940,955.0,5896.5,71.0,1444.0,1
1941,975.0,5395.0,26.0,1394.0,1
1942,990.0,5000.5,13.0,1494.0,1
1943,1040.0,4499.0,0.0,1239.0,1
1944,1095.0,4233.0,0.0,864.0,1
1945,1125.0,4177.0,0.0,884.0,1
1946,1155.0,4141.5,0.0,894.0,1
1947,1185.0,4176.0,0.0,914.0,1
1948,1185.0,4472.0,13.0,1094.0,1
1949,1220.0,5051.5,26.0,1429.0,1
1950,1530.0,5547.0,43.5,1589.0,1
1951,2035.0,5971.5,61.0,1474.0,0
1952,2430.0,6159.5,38.5,1474.0,1
1953,2695.0,6216.5,16.0,1474.0,1
1954,2840.0,6227.0,16.0,1414.0,1
1955,2855.0,6177.5,21.0,1354.0,1
1956,2690.0,5995.5,26.0,1354.0,1
1957,2305.0,5796.5,13.0,1374.0,1
1958,1685.0,5638.0,0.0,1459.0,0
1959,1140.0,5658.0,17.5,1544.0,0
1960,1065.0,6219.0,55.0,1589.0,1
1961,1105.0,6479.0,338.5,1629.0,1
1962,1135.0,6474.5,622.0,1639.0,1
1963,1150.0,6263.5,476.5,1609.0,1
1964,1160.0,5784.5,168.5,1539.0,1
1965,1165.0,5297.5,26.0,1519.0,1
1966,1165.0,4885.0,13.0,1584.0,0
1967,1100.0,4427.0,0.0,1274.0,0
1968,1020.0,4213.0,0.0,884.0,0
1969,1010.0,4151.0,0.0,884.0,0
1970,1000.0,4100.5,0.0,889.0,0
1971,990.0,4126.5,0.0,904.0,0
1972,980.0,4365.5,13.0,1089.0,0
1973,995.0,4865.5,26.0,1459.0,0
1974,1310.0,5373.0,43.5,1694.0,0
1975,1800.0,5817.0,61.0,1484.0,0
1976,2165.0,6022.5,38.5,1469.0,0
1977,2410.0,6077.5,16.0,1474.0,0
1978,2545.0,6100.0,16.0,1419.0,0
1979,2530.0,6067.5,40.0,1379.0,0
1980,2350.0,5865.5,64.0,1354.0,0
1981,1965.0,5593.5,51.0,1394.0,0
1982,1345.0,5474.5,55.5,1494.0,0
1983,790.0,5512.5,73.0,1604.0,0
1984,665.0,6028.5,101.5,1674.0,1
1985,645.0,6314.5,321.0,1724.0,1
1986,635.0,6319.5,577.0,1734.0,1
1987,630.0,6108.5,476.5,1684.0,1
1988,605.0,5602.0,168.5,1589.0,1
1989,570.0,5180.5,26.0,1589.0,1
1990,530.0,4799.0,13.0,1614.0,1
1991,495.0,4376.5,0.0,1274.0,1
1992,465.0,4174.0,0.0,874.0,0
1993,460.0,4082.5,0.0,874.0,0
1994,455.0,4022.0,0.0,874.0,0
1995,445.0,4039.5,0.0,894.0,0
1996,435.0,4173.5,13.0,1089.0,1
1997,460.0,4364.0,26.0,1479.0,0
1998,780.0,4733.0,38.0,1704.0,0
1999,1300.0,5187.0,59.0,1499.0,0
2000,1740.0,5510.5,43.0,1459.0,0
2001,2045.0,5701.5,18.0,1459.0,1
2002,2205.0,5810.0,17.0,1419.0,0
2003,2210.0,5846.0,21.0,1399.0,0
2004,2070.0,5703.5,26.0,1399.0,0
2005,1730.0,5446.0,13.0,1449.0,0
2006,1205.0,5269.0,17.5,1559.0,0
2007,775.0,5284.0,35.0,1659.0,0
2008,790.0,5677.5,80.0,1709.0,0
2009,920.0,5928.5,280.5,1764.0,0
2010,1065.0,5914.0,493.5,1769.0,0
2011,1220.0,5660.0,433.5,1734.0,0
2012,1360.0,5259.0,171.0,1649.0,0
2013,1495.0,4875.5,26.0,1644.0,0
2014,1625.0,4461.5,13.0,1649.0,0
2015,1745.0,4164.0,0.0,1309.0,0
2016,1865.0,4030.0,0.0,924.0,1
2017,1965.0,3909.0,0.0,934.0,0
2018,2060.0,3810.5,0.0,949.0,1
2019,2130.0,3800.0,0.0,974.0,1
2020,2165.0,3845.5,0.0,1164.0,0
2021,2210.0,3948.5,0.0,1539.0,0
2022,2490.0,4247.0,38.0,1759.0,0
2023,2910.0,4668.0,85.0,1614.0,0
2024,3225.0,5070.0,69.0,1574.0,1
2025,3410.0,5356.5,44.0,1569.0,1
2026,3465.0,5513.0,43.0,1554.0,1
2027,3380.0,5547.5,34.0,1539.0,1
2028,3110.0,5315.0,26.0,1514.0,1
2029,2645.0,4993.0,26.0,1549.0,1
2030,1980.0,4842.0,43.5,1604.0,1
2031,1405.0,4931.0,61.0,1649.0,1
2032,1265.0,5445.0,106.0,1684.0,0
2033,1230.0,5676.0,306.5,1699.0,0
2034,1160.0,5640.0,519.5,1724.0,1
2035,1065.0,5493.0,446.5,1699.0,1
2036,965.0,5218.0,171.0,1639.0,1
2037,855.0,4869.0,26.0,1644.0,1
2038,770.0,4489.5,13.0,1649.0,1
2039,635.0,4040.5,0.0,1274.0,1
2040,505.0,3780.0,0.0,879.0,1
2041,450.0,3700.0,0.0,879.0,1
2042,395.0,3655.0,0.0,874.0,0
2043,355.0,3685.0,0.0,889.0,0
2044,315.0,3920.0,13.0,1089.0,0
2045,320.0,4455.0,26.0,1489.0,0
2046,605.0,4960.0,57.0,1694.0,0
2047,1120.0,5425.0,88.0,1544.0,0
2048,1550.0,5665.0,72.0,1514.0,0
2049,1830.0,5750.0,56.0,1549.0,0
2050,1965.0,5815.0,56.0,1554.0,0
2051,1970.0,5825.0,49.0,1584.0,0
2052,1820.0,5700.0,34.0,1574.0,0
2053,1500.0,5520.0,13.0,1604.0,0
2054,995.0,5355.0,17.5,1639.0,0
2055,595.0,5435.0,108.5,1664.0,0
2056,540.0,5820.0,227.0,1689.0,0
2057,615.0,6050.0,305.5,1704.0,0
2058,655.0,6020.0,371.5,1684.0,0
2059,680.0,5805.0,335.0,1659.0,1
2060,690.0,5350.0,146.0,1649.0,1
2061,675.0,4910.0,26.0,1654.0,1
2062,620.0,4520.0,13.0,1664.0,0
2063,490.0,4217.0,0.0,1274.0,0
2064,390.0,4097.0,0.0,879.0,0
2065,365.0,4029.0,0.0,874.0,0
2066,325.0,3977.0,0.0,874.0,0
2067,310.0,4010.5,0.0,889.0,0
2068,295.0,4304.0,13.0,1089.0,0
2069,300.0,4898.5,26.0,1479.0,0
2070,580.0,5412.0,38.0,1689.0,0
2071,1075.0,5851.5,59.0,1594.0,0
2072,1510.0,6043.5,43.0,1549.0,0
2073,1790.0,6098.0,18.0,1564.0,1
2074,1910.0,6121.5,17.0,1564.0,1
2075,1910.0,6113.0,21.0,1584.0,0
2076,1750.0,5933.0,26.0,1584.0,0
2077,1450.0,5628.0,13.0,1589.0,0
2078,1025.0,5466.5,17.5,1619.0,0
2079,745.0,5562.0,173.5,1644.0,0
2080,895.0,6016.0,384.5,1729.0,0
2081,1170.0,6225.5,370.5,1764.0,1
2082,1455.0,6235.5,271.5,1764.0,1
2083,1770.0,6028.5,205.0,1714.0,1
2084,2085.0,5522.0,88.5,1689.0,1
2085,2360.0,5116.0,26.0,1724.0,1
2086,2585.0,4757.5,13.0,1754.0,1
2087,2840.0,4345.5,0.0,1434.0,1
2088,3000.0,4150.0,0.0,1104.0,1
2089,3035.0,4075.0,0.0,1104.0,1
2090,3040.0,4030.0,0.0,1104.0,1
2091,3040.0,4085.0,0.0,1119.0,1
2092,3040.0,4320.0,13.0,1284.0,1
2093,3080.0,4840.0,26.0,1639.0,0
2094,3255.0,5425.0,57.0,1924.0,0
2095,3575.0,5750.0,97.0,1809.0,0
2096,3875.0,5900.0,81.0,1754.0,1
2097,4090.0,5995.0,56.0,1724.0,0
2098,4200.0,6005.0,36.0,1719.0,1
2099,4170.0,5955.0,21.0,1724.0,0
2100,4015.0,5805.0,26.0,1719.0,0
2101,3720.0,5595.0,13.0,1744.0,0
2102,3290.0,5515.0,17.5,1809.0,0
2103,2955.0,5620.0,60.0,1809.0,0
2104,2890.0,6050.0,178.5,1904.0,0
2105,2925.0,6275.0,354.0,1904.0,0
2106,2945.0,6265.0,420.0,1889.0,0
2107,2965.0,6025.0,335.0,1854.0,1
2108,2980.0,5495.0,146.0,1804.0,1
2109,2985.0,5075.0,26.0,1794.0,1
2110,2995.0,4730.0,13.0,1794.0,0
2111,2985.0,4310.5,0.0,1444.0,0
2112,2955.0,4128.5,0.0,1099.0,1
2113,2950.0,4046.5,0.0,1089.0,0
2114,2945.0,3990.0,0.0,1084.0,0
2115,2925.0,4010.5,0.0,1094.0,0
2116,2905.0,4287.0,13.0,1269.0,0
2117,2905.0,4820.5,26.0,1614.0,0
2118,3130.0,5480.0,38.0,1879.0,0
2119,3545.0,5955.5,59.0,1694.0,0
2120,3885.0,6253.0,43.0,1619.0,1
2121,4065.0,6394.5,18.0,1604.0,1
2122,4095.0,6438.0,17.0,1644.0,1
2123,3995.0,6428.5,21.0,1649.0,1
2124,3750.0,6253.5,26.0,1589.0,0
2125,3370.0,6042.0,13.0,1574.0,0
2126,2850.0,5927.0,17.5,1634.0,0
2127,2470.0,6003.5,60.0,1644.0,0
2128,2415.0,6390.5,178.5,1739.0,0
2129,2470.0,6580.0,354.0,1754.0,0
2130,2485.0,6564.5,420.0,1724.0,0
2131,2480.0,6303.0,335.0,1684.0,1
2132,2465.0,5770.0,146.0,1649.0,1
2133,2440.0,5308.0,26.0,1709.0,1
